BUYER_STATE,BUYER_COUNTY,YEAR,QUANTITY,DOSAGE_UNIT
TX,UVALDE,2011,35.0,3500.0
TX,UVALDE,2012,20.0,2400.0
TX,VAL VERDE,2006,12.0,2800.0
TX,VAL VERDE,2007,24.0,4800.0
TX,VAL VERDE,2008,18.0,3000.0
TX,VAL VERDE,2009,15.0,1900.0
TX,VAL VERDE,2010,58.0,9000.0
TX,VAL VERDE,2011,27.0,6300.0
TX,VAL VERDE,2012,33.0,5700.0
TX,VAN ZANDT,2006,40.0,6800.0
TX,VAN ZANDT,2007,63.0,8300.0
TX,VAN ZANDT,2008,57.0,7300.0
TX,VAN ZANDT,2009,37.0,4100.0
TX,VAN ZANDT,2010,44.0,5600.0
TX,VAN ZANDT,2011,72.0,8800.0
TX,VAN ZANDT,2012,63.0,9900.0
TX,VICTORIA,2006,51.0,5900.0
TX,VICTORIA,2007,33.0,3700.0
TX,VICTORIA,2008,34.0,5800.0
TX,VICTORIA,2009,52.0,11600.0
TX,VICTORIA,2010,33.0,4100.0
TX,VICTORIA,2011,37.0,4500.0
TX,VICTORIA,2012,34.0,5000.0
TX,WALKER,2006,36.0,4800.0
TX,WALKER,2007,31.0,4700.0
TX,WALKER,2008,52.0,13200.0
TX,WALKER,2009,25.0,4100.0
TX,WALKER,2010,49.0,7700.0
TX,WALKER,2011,42.0,4600.0
TX,WALKER,2012,24.0,3200.0
TX,WALLER,2006,14.0,1800.0
TX,WALLER,2007,23.0,2700.0
TX,WALLER,2008,31.0,3900.0
TX,WALLER,2009,22.0,2200.0
TX,WALLER,2010,17.0,1700.0
TX,WALLER,2011,23.0,2700.0
TX,WALLER,2012,13.0,2900.0
TX,WARD,2006,2.0,200.0
TX,WASHINGTON,2006,18.0,2200.0
TX,WASHINGTON,2007,19.0,1900.0
TX,WASHINGTON,2008,30.0,5000.0
TX,WASHINGTON,2009,21.0,2500.0
TX,WASHINGTON,2010,21.0,2100.0
TX,WASHINGTON,2011,40.0,6000.0
TX,WASHINGTON,2012,15.0,2700.0
TX,WEBB,2006,24.0,3600.0
TX,WEBB,2007,25.0,4100.0
TX,WEBB,2008,25.0,3300.0
TX,WEBB,2009,41.0,8100.0
TX,WEBB,2010,41.0,7300.0
TX,WEBB,2011,36.0,9200.0
TX,WEBB,2012,33.0,6100.0
TX,WHARTON,2006,23.0,3100.0
TX,WHARTON,2007,36.0,4800.0
TX,WHARTON,2008,43.0,6700.0
TX,WHARTON,2009,24.0,3600.0
TX,WHARTON,2010,48.0,8400.0
TX,WHARTON,2011,51.0,7500.0
TX,WHARTON,2012,33.0,8500.0
TX,WHEELER,2006,2.0,200.0
TX,WHEELER,2007,1.0,100.0
TX,WICHITA,2006,183.0,26800.0
TX,WICHITA,2007,243.0,33500.0
TX,WICHITA,2008,209.0,26900.0
TX,WICHITA,2009,252.0,30000.0
TX,WICHITA,2010,235.0,29100.0
TX,WICHITA,2011,266.0,30600.0
TX,WICHITA,2012,186.0,32600.0
TX,WILBARGER,2006,21.0,2900.0
TX,WILBARGER,2007,21.0,3300.0
TX,WILBARGER,2008,32.0,5600.0
TX,WILBARGER,2009,6.0,1000.0
TX,WILBARGER,2010,33.0,4100.0
TX,WILBARGER,2011,21.0,2500.0
TX,WILBARGER,2012,10.0,2200.0
TX,WILLACY,2006,1.0,100.0
TX,WILLACY,2007,1.0,100.0
TX,WILLACY,2008,4.0,400.0
TX,WILLACY,2009,4.0,1200.0
TX,WILLACY,2010,4.0,400.0
TX,WILLACY,2011,8.0,800.0
TX,WILLACY,2012,7.0,1100.0
TX,WILLIAMSON,2006,135.0,19500.0
TX,WILLIAMSON,2007,139.0,20700.0
TX,WILLIAMSON,2008,191.0,28700.0
TX,WILLIAMSON,2009,170.0,24600.0
TX,WILLIAMSON,2010,189.0,27300.0
TX,WILLIAMSON,2011,189.0,22900.0
TX,WILLIAMSON,2012,162.0,35000.0
TX,WILSON,2006,21.0,2500.0
TX,WILSON,2007,35.0,5100.0
TX,WILSON,2008,52.0,7600.0
TX,WILSON,2009,25.0,5260.0
TX,WILSON,2010,34.0,8700.0
TX,WILSON,2011,33.0,4500.0
TX,WILSON,2012,29.0,6500.0
TX,WINKLER,2007,1.0,500.0
TX,WINKLER,2009,4.0,2000.0
TX,WISE,2006,108.0,16800.0
TX,WISE,2007,91.0,14300.0
TX,WISE,2008,84.0,10400.0
TX,WISE,2009,85.0,13160.0
TX,WISE,2010,84.0,17200.0
TX,WISE,2011,97.0,12500.0
TX,WISE,2012,34.0,7400.0
TX,WOOD,2006,44.0,14400.0
TX,WOOD,2007,49.0,10100.0
TX,WOOD,2008,47.0,9500.0
TX,WOOD,2009,73.0,10500.0
TX,WOOD,2010,54.0,7990.0
TX,WOOD,2011,23.0,4300.0
TX,WOOD,2012,32.0,7200.0
TX,YOUNG,2006,53.0,7700.0
TX,YOUNG,2007,65.0,9700.0
TX,YOUNG,2008,73.0,8500.0
TX,YOUNG,2009,95.0,11900.0
TX,YOUNG,2010,99.0,12300.0
TX,YOUNG,2011,100.0,13200.0
TX,YOUNG,2012,46.0,6600.0
UT,BEAVER,2011,1.0,1000.0
UT,BOX ELDER,2006,3.0,300.0
UT,BOX ELDER,2007,2.0,200.0
UT,BOX ELDER,2008,2.0,1000.0
UT,BOX ELDER,2009,3.0,1500.0
UT,BOX ELDER,2010,2.0,1000.0
UT,CACHE,2006,5.0,2100.0
UT,CACHE,2007,24.0,3200.0
UT,CACHE,2008,11.0,1500.0
UT,CACHE,2009,7.0,3500.0
UT,CACHE,2010,8.0,2400.0
UT,CACHE,2011,5.0,2500.0
UT,CACHE,2012,2.0,1000.0
UT,CARBON,2006,46.0,4600.0
UT,CARBON,2009,5.0,500.0
UT,CARBON,2012,6.0,3000.0
UT,DAVIS,2006,115.0,37900.0
UT,DAVIS,2007,80.0,28400.0
UT,DAVIS,2008,55.0,20700.0
UT,DAVIS,2009,115.0,37100.0
UT,DAVIS,2010,76.0,23600.0
UT,DAVIS,2011,40.0,12800.0
UT,DAVIS,2012,44.0,9200.0
UT,DUCHESNE,2007,1.0,500.0
UT,GARFIELD,2011,6.0,1800.0
UT,GRAND,2006,11.0,2300.0
UT,IRON,2006,23.0,3500.0
UT,IRON,2008,9.0,3700.0
UT,IRON,2009,22.0,9800.0
UT,IRON,2010,10.0,5000.0
UT,IRON,2011,59.0,14800.0
UT,IRON,2012,29.0,3700.0
UT,JUAB,2006,5.0,2500.0
UT,JUAB,2007,4.0,1600.0
UT,JUAB,2011,1.0,500.0
UT,JUAB,2012,3.0,1500.0
UT,KANE,2012,4.0,400.0
UT,SALT LAKE,2006,291.0,77900.0
UT,SALT LAKE,2007,221.0,76500.0
UT,SALT LAKE,2008,189.0,72900.0
UT,SALT LAKE,2009,373.0,105700.0
UT,SALT LAKE,2010,298.0,99400.0
UT,SALT LAKE,2011,110.0,27400.0
UT,SALT LAKE,2012,42.0,5800.0
UT,SAN JUAN,2009,2.0,1000.0
UT,SAN JUAN,2010,2.0,600.0
UT,SAN JUAN,2011,4.0,1300.0
UT,SAN JUAN,2012,2.0,600.0
UT,SANPETE,2006,1.0,100.0
UT,SANPETE,2008,2.0,1000.0
UT,SANPETE,2009,19.0,3500.0
UT,SANPETE,2010,6.0,1000.0
UT,SANPETE,2011,17.0,3300.0
UT,SANPETE,2012,12.0,2000.0
UT,SEVIER,2006,3.0,1500.0
UT,SEVIER,2007,1.0,100.0
UT,SUMMIT,2006,6.0,2200.0
UT,SUMMIT,2008,2.0,1000.0
UT,SUMMIT,2009,9.0,1700.0
UT,SUMMIT,2010,4.0,2000.0
UT,TOOELE,2006,17.0,3700.0
UT,TOOELE,2007,10.0,2600.0
UT,TOOELE,2008,8.0,3600.0
UT,TOOELE,2009,19.0,7100.0
UT,TOOELE,2010,86.0,19800.0
UT,TOOELE,2011,67.0,9900.0
UT,TOOELE,2012,42.0,5800.0
UT,UINTAH,2009,17.0,8500.0
UT,UINTAH,2010,7.0,1900.0
UT,UINTAH,2011,12.0,3200.0
UT,UINTAH,2012,13.0,2500.0
UT,UTAH,2006,38.0,11400.0
UT,UTAH,2007,43.0,13500.0
UT,UTAH,2008,45.0,17700.0
UT,UTAH,2009,121.0,34900.0
UT,UTAH,2010,82.0,28200.0
UT,UTAH,2011,53.0,10100.0
UT,UTAH,2012,7.0,3100.0
UT,WASATCH,2006,4.0,2000.0
UT,WASATCH,2007,3.0,1500.0
UT,WASATCH,2008,9.0,4100.0
UT,WASATCH,2009,5.0,1700.0
UT,WASATCH,2010,10.0,3400.0
UT,WASHINGTON,2006,10.0,4200.0
UT,WASHINGTON,2007,5.0,1300.0
UT,WASHINGTON,2008,22.0,2200.0
UT,WASHINGTON,2009,17.0,1700.0
UT,WASHINGTON,2010,118.0,15400.0
UT,WASHINGTON,2011,161.0,19800.0
UT,WASHINGTON,2012,159.0,17900.0
UT,WEBER,2006,86.0,16200.0
UT,WEBER,2007,231.0,32300.0
UT,WEBER,2008,40.0,17200.0
UT,WEBER,2009,40.0,11600.0
UT,WEBER,2010,37.0,15300.0
UT,WEBER,2011,10.0,2600.0
UT,WEBER,2012,21.0,6600.0
VA,ACCOMACK,2006,44.0,10800.0
VA,ACCOMACK,2007,48.0,9200.0
VA,ACCOMACK,2008,50.0,5400.0
VA,ACCOMACK,2009,35.0,7500.0
VA,ACCOMACK,2010,38.0,5400.0
VA,ACCOMACK,2011,59.0,13100.0
VA,ACCOMACK,2012,40.0,12000.0
VA,ALBEMARLE,2006,90.0,10650.0
VA,ALBEMARLE,2007,80.0,18300.0
VA,ALBEMARLE,2008,121.0,29700.0
VA,ALBEMARLE,2009,104.0,27050.0
VA,ALBEMARLE,2010,89.0,26900.0
VA,ALBEMARLE,2011,46.0,11960.0
VA,ALBEMARLE,2012,42.0,5800.0
VA,ALEXANDRIA CITY,2006,18.0,6200.0
VA,ALEXANDRIA CITY,2007,39.0,11900.0
VA,ALEXANDRIA CITY,2008,27.0,6700.0
VA,ALEXANDRIA CITY,2009,40.0,10800.0
VA,ALEXANDRIA CITY,2010,173.0,7900.0
VA,ALEXANDRIA CITY,2011,23.0,5900.0
VA,ALEXANDRIA CITY,2012,42.0,9800.0
VA,ALLEGHANY,2006,10.0,2600.0
VA,ALLEGHANY,2007,21.0,6900.0
VA,ALLEGHANY,2008,25.0,6100.0
VA,ALLEGHANY,2009,10.0,3800.0
VA,ALLEGHANY,2010,28.0,4800.0
VA,ALLEGHANY,2011,30.0,3400.0
VA,ALLEGHANY,2012,42.0,8200.0
VA,AMHERST,2006,24.0,6000.0
VA,AMHERST,2007,17.0,2900.0
VA,AMHERST,2008,29.0,7700.0
VA,AMHERST,2009,34.0,8600.0
VA,AMHERST,2010,47.0,9500.0
VA,AMHERST,2011,38.0,6600.0
VA,AMHERST,2012,44.0,13200.0
VA,APPOMATTOX,2006,41.0,8900.0
VA,APPOMATTOX,2007,44.0,7600.0
VA,APPOMATTOX,2008,20.0,3600.0
VA,APPOMATTOX,2009,60.0,10800.0
VA,APPOMATTOX,2010,52.0,12000.0
VA,APPOMATTOX,2011,62.0,9900.0
VA,APPOMATTOX,2012,60.0,10400.0
VA,ARLINGTON,2006,40.0,6000.0
VA,ARLINGTON,2007,40.0,7200.0
VA,ARLINGTON,2008,46.0,10200.0
VA,ARLINGTON,2009,40.0,11200.0
VA,ARLINGTON,2010,18.0,4600.0
VA,ARLINGTON,2011,22.0,6200.0
VA,ARLINGTON,2012,62.0,14600.0
VA,AUGUSTA,2006,132.0,19600.0
VA,AUGUSTA,2007,43.0,9500.0
VA,AUGUSTA,2008,36.0,8000.0
VA,AUGUSTA,2009,44.0,10800.0
VA,AUGUSTA,2010,84.0,16800.0
VA,AUGUSTA,2011,120.0,20000.0
VA,AUGUSTA,2012,63.0,17100.0
VA,BATH,2006,14.0,3400.0
VA,BATH,2008,11.0,4700.0
VA,BATH,2009,12.0,2400.0
VA,BATH,2010,7.0,2300.0
VA,BATH,2011,12.0,2000.0
VA,BATH,2012,6.0,2200.0
VA,BEDFORD,2006,31.0,9900.0
VA,BEDFORD,2007,78.0,16600.0
VA,BEDFORD,2008,54.0,11400.0
VA,BEDFORD,2009,83.0,15500.0
VA,BEDFORD,2010,55.0,13500.0
VA,BEDFORD,2011,62.0,13400.0
VA,BEDFORD,2012,92.0,19200.0
VA,BLAND,2006,7.0,3500.0
VA,BLAND,2007,12.0,6000.0
VA,BLAND,2009,2.0,200.0
VA,BOTETOURT,2006,14.0,5400.0
VA,BOTETOURT,2007,14.0,7000.0
VA,BOTETOURT,2008,13.0,2100.0
VA,BOTETOURT,2009,18.0,5400.0
VA,BOTETOURT,2010,22.0,7200.0
VA,BOTETOURT,2011,54.0,12300.0
VA,BOTETOURT,2012,21.0,5000.0
VA,BRISTOL,2006,75.0,19900.0
VA,BRISTOL,2007,72.0,14800.0
VA,BRISTOL,2008,86.0,15000.0
VA,BRISTOL,2009,101.0,28100.0
VA,BRISTOL,2010,69.0,10100.0
VA,BRISTOL,2011,100.0,22900.0
VA,BRISTOL,2012,135.0,25100.0
VA,BUCHANAN,2006,47.0,17500.0
VA,BUCHANAN,2007,76.0,22400.0
VA,BUCHANAN,2008,47.0,11100.0
VA,BUCHANAN,2009,23.0,8300.0
VA,BUCHANAN,2010,55.0,11100.0
VA,BUCHANAN,2011,39.0,13100.0
VA,BUCHANAN,2012,41.0,10100.0
VA,BUCKINGHAM,2006,63.0,6300.0
VA,BUCKINGHAM,2007,37.0,3700.0
VA,BUCKINGHAM,2008,25.0,2500.0
VA,BUCKINGHAM,2009,63.0,7100.0
VA,BUCKINGHAM,2010,29.0,4100.0
VA,BUCKINGHAM,2011,58.0,7000.0
VA,BUCKINGHAM,2012,84.0,10400.0
VA,BUENA VISTA CITY,2006,10.0,1800.0
VA,BUENA VISTA CITY,2007,15.0,1900.0
VA,BUENA VISTA CITY,2008,12.0,1200.0
VA,BUENA VISTA CITY,2009,16.0,3600.0
VA,BUENA VISTA CITY,2010,12.0,3200.0
VA,BUENA VISTA CITY,2012,9.0,2900.0
VA,CAMPBELL,2006,32.0,5200.0
VA,CAMPBELL,2007,33.0,6100.0
VA,CAMPBELL,2008,15.0,3100.0
VA,CAMPBELL,2009,31.0,4300.0
VA,CAMPBELL,2010,18.0,3000.0
VA,CAMPBELL,2011,80.0,16000.0
VA,CAMPBELL,2012,32.0,6400.0
VA,CAROLINE,2006,8.0,1600.0
VA,CAROLINE,2007,17.0,2900.0
VA,CAROLINE,2008,11.0,1500.0
VA,CAROLINE,2009,14.0,3000.0
VA,CAROLINE,2010,28.0,3200.0
VA,CAROLINE,2011,25.0,3700.0
VA,CAROLINE,2012,23.0,2700.0
VA,CARROLL,2006,34.0,5400.0
VA,CARROLL,2007,56.0,10800.0
VA,CARROLL,2008,52.0,6400.0
VA,CARROLL,2009,67.0,11500.0
VA,CARROLL,2010,65.0,13700.0
VA,CARROLL,2011,29.0,6900.0
VA,CARROLL,2012,34.0,8600.0
VA,CHARLOTTE,2006,9.0,3500.0
VA,CHARLOTTE,2007,4.0,800.0
VA,CHARLOTTE,2008,5.0,900.0
VA,CHARLOTTE,2009,8.0,1600.0
VA,CHARLOTTE,2010,18.0,4400.0
VA,CHARLOTTE,2011,9.0,1700.0
VA,CHARLOTTE,2012,4.0,400.0
VA,CHARLOTTESVILLE CITY,2006,44.0,11200.0
VA,CHARLOTTESVILLE CITY,2007,37.0,12100.0
VA,CHARLOTTESVILLE CITY,2008,34.0,8200.0
VA,CHARLOTTESVILLE CITY,2009,24.0,7600.0
VA,CHARLOTTESVILLE CITY,2010,33.0,8900.0
VA,CHARLOTTESVILLE CITY,2011,31.0,7500.0
VA,CHARLOTTESVILLE CITY,2012,51.0,9900.0
VA,CHESAPEAKE CITY,2006,124.0,24000.0
VA,CHESAPEAKE CITY,2007,116.0,27200.0
VA,CHESAPEAKE CITY,2008,95.0,18300.0
VA,CHESAPEAKE CITY,2009,152.0,25080.0
VA,CHESAPEAKE CITY,2010,197.0,42500.0
VA,CHESAPEAKE CITY,2011,204.0,37200.0
VA,CHESAPEAKE CITY,2012,188.0,38400.0
VA,CHESTERFIELD,2006,153.0,30900.0
VA,CHESTERFIELD,2007,134.0,25400.0
VA,CHESTERFIELD,2008,120.0,21200.0
VA,CHESTERFIELD,2009,162.0,36580.0
VA,CHESTERFIELD,2010,146.0,36200.0
VA,CHESTERFIELD,2011,253.0,43700.0
VA,CHESTERFIELD,2012,148.0,33600.0
VA,CLARKE,2006,15.0,2300.0
VA,CLARKE,2007,24.0,4400.0
VA,CLARKE,2008,9.0,2100.0
VA,CLARKE,2009,6.0,1400.0
VA,CLARKE,2010,14.0,1400.0
VA,CLARKE,2011,20.0,3600.0
VA,CLARKE,2012,3.0,300.0
VA,COLONIAL HEIGHTS CITY,2006,47.0,8300.0
VA,COLONIAL HEIGHTS CITY,2007,29.0,5300.0
VA,COLONIAL HEIGHTS CITY,2008,21.0,3300.0
VA,COLONIAL HEIGHTS CITY,2009,21.0,5300.0
VA,COLONIAL HEIGHTS CITY,2010,19.0,6700.0
VA,COLONIAL HEIGHTS CITY,2011,24.0,5600.0
VA,COLONIAL HEIGHTS CITY,2012,26.0,7800.0
VA,COVINGTON CITY,2006,5.0,2100.0
VA,COVINGTON CITY,2007,30.0,5000.0
VA,COVINGTON CITY,2008,28.0,4000.0
VA,COVINGTON CITY,2009,18.0,6200.0
VA,COVINGTON CITY,2010,24.0,4000.0
VA,COVINGTON CITY,2011,15.0,5900.0
VA,COVINGTON CITY,2012,32.0,7200.0
VA,CULPEPER,2006,24.0,4000.0
VA,CULPEPER,2007,22.0,7000.0
VA,CULPEPER,2008,27.0,4700.0
VA,CULPEPER,2009,55.0,13500.0
VA,CULPEPER,2010,58.0,9800.0
VA,CULPEPER,2011,43.0,9100.0
VA,CULPEPER,2012,3.0,700.0
VA,CUMBERLAND,2006,2.0,200.0
VA,CUMBERLAND,2007,9.0,2100.0
VA,CUMBERLAND,2008,4.0,800.0
VA,DANVILLE CITY,2006,126.0,21000.0
VA,DANVILLE CITY,2007,83.0,17900.0
VA,DANVILLE CITY,2008,91.0,17900.0
VA,DANVILLE CITY,2009,126.0,21800.0
VA,DANVILLE CITY,2010,128.0,30400.0
VA,DANVILLE CITY,2011,103.0,19900.0
VA,DANVILLE CITY,2012,78.0,19400.0
VA,DICKENSON,2006,85.0,17400.0
VA,DICKENSON,2007,44.0,15100.0
VA,DICKENSON,2008,44.0,10000.0
VA,DICKENSON,2009,33.0,10900.0
VA,DICKENSON,2010,69.0,19400.0
VA,DICKENSON,2011,157.0,41400.0
VA,DICKENSON,2012,72.0,11400.0
VA,DINWIDDIE,2006,4.0,800.0
VA,DINWIDDIE,2007,4.0,800.0
VA,DINWIDDIE,2008,10.0,1000.0
VA,DINWIDDIE,2009,5.0,900.0
VA,DINWIDDIE,2010,4.0,400.0
VA,DINWIDDIE,2011,5.0,1700.0
VA,DINWIDDIE,2012,13.0,1700.0
VA,ESSEX,2006,11.0,3100.0
VA,ESSEX,2007,8.0,1600.0
VA,ESSEX,2008,7.0,700.0
VA,ESSEX,2009,26.0,3800.0
VA,ESSEX,2010,11.0,2300.0
VA,ESSEX,2011,14.0,1800.0
VA,FAIRFAX,2006,304.0,60800.0
VA,FAIRFAX,2007,360.0,72400.0
VA,FAIRFAX,2008,423.0,86300.0
VA,FAIRFAX,2009,382.0,78600.0
VA,FAIRFAX,2010,388.0,73040.0
VA,FAIRFAX,2011,426.0,78600.0
VA,FAIRFAX,2012,455.0,75500.0
VA,FAIRFAX CITY,2006,24.0,3600.0
VA,FAIRFAX CITY,2007,9.0,1300.0
VA,FAIRFAX CITY,2008,11.0,1900.0
VA,FAIRFAX CITY,2009,23.0,3100.0
VA,FAIRFAX CITY,2010,21.0,5300.0
VA,FAIRFAX CITY,2011,25.0,5140.0
VA,FAIRFAX CITY,2012,19.0,2300.0
VA,FALLS CHURCH CITY,2006,7.0,1500.0
VA,FALLS CHURCH CITY,2007,32.0,5200.0
VA,FALLS CHURCH CITY,2008,10.0,2200.0
VA,FALLS CHURCH CITY,2009,17.0,2900.0
VA,FALLS CHURCH CITY,2010,78.0,11800.0
VA,FALLS CHURCH CITY,2011,97.0,28100.0
VA,FALLS CHURCH CITY,2012,51.0,9500.0
VA,FAUQUIER,2006,35.0,8700.0
VA,FAUQUIER,2007,62.0,13000.0
VA,FAUQUIER,2008,37.0,7700.0
VA,FAUQUIER,2009,62.0,13800.0
VA,FAUQUIER,2010,77.0,15350.0
VA,FAUQUIER,2011,101.0,15700.0
VA,FAUQUIER,2012,80.0,10000.0
VA,FLOYD,2006,5.0,1700.0
VA,FLOYD,2008,7.0,1100.0
VA,FLOYD,2009,16.0,1600.0
VA,FLOYD,2010,20.0,3600.0
VA,FLOYD,2011,2.0,200.0
VA,FLOYD,2012,23.0,2300.0
VA,FLUVANNA,2006,37.0,6900.0
VA,FLUVANNA,2007,34.0,7000.0
VA,FLUVANNA,2008,31.0,7900.0
VA,FLUVANNA,2009,39.0,5100.0
VA,FLUVANNA,2010,45.0,10500.0
VA,FLUVANNA,2011,64.0,10000.0
VA,FLUVANNA,2012,72.0,15600.0
VA,FRANKLIN,2006,61.0,10100.0
VA,FRANKLIN,2007,71.0,9900.0
VA,FRANKLIN,2008,75.0,14300.0
VA,FRANKLIN,2009,111.0,17500.0
VA,FRANKLIN,2010,99.0,16700.0
VA,FRANKLIN,2011,134.0,27800.0
VA,FRANKLIN,2012,109.0,20500.0
VA,FRANKLIN CITY,2006,1.0,100.0
VA,FRANKLIN CITY,2007,13.0,4500.0
VA,FRANKLIN CITY,2008,18.0,3000.0
VA,FRANKLIN CITY,2009,18.0,3400.0
VA,FRANKLIN CITY,2010,9.0,1700.0
VA,FRANKLIN CITY,2011,18.0,2600.0
VA,FRANKLIN CITY,2012,13.0,1700.0
VA,FREDERICK,2006,39.0,6300.0
VA,FREDERICK,2007,32.0,6800.0
VA,FREDERICK,2008,34.0,7000.0
VA,FREDERICK,2009,28.0,6400.0
VA,FREDERICK,2010,58.0,7400.0
VA,FREDERICK,2011,73.0,8500.0
VA,FREDERICK,2012,63.0,9100.0
VA,FREDERICKSBURG CITY,2006,102.0,18600.0
VA,FREDERICKSBURG CITY,2007,82.0,11800.0
VA,FREDERICKSBURG CITY,2008,63.0,7100.0
VA,FREDERICKSBURG CITY,2009,85.0,11700.0
VA,FREDERICKSBURG CITY,2010,100.0,20400.0
VA,FREDERICKSBURG CITY,2011,62.0,14200.0
VA,FREDERICKSBURG CITY,2012,49.0,10500.0
VA,GALAX CITY,2006,30.0,6200.0
VA,GALAX CITY,2007,58.0,12200.0
VA,GALAX CITY,2008,52.0,10000.0
VA,GALAX CITY,2009,67.0,10700.0
VA,GALAX CITY,2010,93.0,12900.0
VA,GALAX CITY,2011,96.0,13200.0
VA,GALAX CITY,2012,117.0,20500.0
VA,GILES,2012,60.0,6000.0
VA,GLOUCESTER,2006,39.0,3900.0
VA,GLOUCESTER,2007,48.0,10000.0
VA,GLOUCESTER,2008,46.0,12200.0
VA,GLOUCESTER,2009,39.0,9500.0
VA,GLOUCESTER,2010,70.0,10600.0
VA,GLOUCESTER,2011,57.0,10500.0
VA,GLOUCESTER,2012,78.0,9800.0
VA,GOOCHLAND,2006,13.0,2500.0
VA,GOOCHLAND,2007,11.0,2700.0
VA,GOOCHLAND,2008,9.0,2500.0
VA,GOOCHLAND,2009,4.0,1600.0
VA,GOOCHLAND,2010,14.0,1800.0
VA,GOOCHLAND,2011,7.0,1900.0
VA,GOOCHLAND,2012,19.0,3500.0
VA,GRAYSON,2006,10.0,1000.0
VA,GRAYSON,2007,3.0,300.0
VA,GRAYSON,2008,10.0,1000.0
VA,GRAYSON,2009,4.0,400.0
VA,GRAYSON,2010,8.0,1600.0
VA,GRAYSON,2011,18.0,1800.0
VA,GRAYSON,2012,10.0,1400.0
VA,GREENE,2006,5.0,2100.0
VA,GREENE,2007,6.0,1400.0
VA,GREENE,2008,7.0,2300.0
VA,GREENE,2009,20.0,3200.0
VA,GREENE,2010,21.0,5700.0
VA,GREENE,2011,21.0,5700.0
VA,GREENE,2012,22.0,4600.0
VA,GREENSVILLE,2006,14.0,2600.0
VA,GREENSVILLE,2007,17.0,3700.0
VA,GREENSVILLE,2008,13.0,2100.0
VA,GREENSVILLE,2009,10.0,2600.0
VA,GREENSVILLE,2010,24.0,4400.0
VA,GREENSVILLE,2011,23.0,5900.0
VA,GREENSVILLE,2012,24.0,6000.0
VA,HALIFAX,2006,41.0,5300.0
VA,HALIFAX,2007,49.0,9700.0
VA,HALIFAX,2008,31.0,5100.0
VA,HALIFAX,2009,41.0,8500.0
VA,HALIFAX,2010,53.0,8900.0
VA,HALIFAX,2011,40.0,6400.0
VA,HALIFAX,2012,26.0,4200.0
VA,HAMPTON CITY,2006,58.0,9000.0
VA,HAMPTON CITY,2007,47.0,8700.0
VA,HAMPTON CITY,2008,33.0,9300.0
VA,HAMPTON CITY,2009,87.0,11100.0
VA,HAMPTON CITY,2010,83.0,13900.0
VA,HAMPTON CITY,2011,123.0,19100.0
VA,HAMPTON CITY,2012,130.0,19400.0
VA,HANOVER,2006,115.0,23900.0
VA,HANOVER,2007,104.0,24000.0
VA,HANOVER,2008,150.0,26200.0
VA,HANOVER,2009,160.0,26800.0
VA,HANOVER,2010,142.0,29000.0
VA,HANOVER,2011,149.0,32100.0
VA,HANOVER,2012,171.0,29900.0
VA,HARRISONBURG CITY,2006,37.0,6900.0
VA,HARRISONBURG CITY,2007,20.0,6000.0
VA,HARRISONBURG CITY,2008,42.0,7400.0
VA,HARRISONBURG CITY,2009,26.0,5800.0
VA,HARRISONBURG CITY,2010,33.0,9600.0
VA,HARRISONBURG CITY,2011,33.0,9460.0
VA,HARRISONBURG CITY,2012,86.0,14840.0
VA,HENRICO,2006,253.0,52100.0
VA,HENRICO,2007,267.0,51350.0
VA,HENRICO,2008,303.0,60300.0
VA,HENRICO,2009,266.0,50600.0
VA,HENRICO,2010,325.0,56900.0
VA,HENRICO,2011,403.0,84700.0
VA,HENRICO,2012,450.0,71400.0
VA,HENRY,2006,135.0,21500.0
VA,HENRY,2007,152.0,24000.0
VA,HENRY,2008,128.0,28800.0
VA,HENRY,2009,141.0,41300.0
VA,HENRY,2010,177.0,36900.0
VA,HENRY,2011,264.0,50800.0
VA,HENRY,2012,262.0,57800.0
VA,HOPEWELL CITY,2006,18.0,3000.0
VA,HOPEWELL CITY,2007,12.0,1600.0
VA,HOPEWELL CITY,2008,26.0,5800.0
VA,HOPEWELL CITY,2009,26.0,5800.0
VA,HOPEWELL CITY,2010,4.0,800.0
VA,HOPEWELL CITY,2011,9.0,2100.0
VA,HOPEWELL CITY,2012,7.0,1100.0
VA,ISLE OF WIGHT,2006,57.0,11700.0
VA,ISLE OF WIGHT,2007,43.0,7100.0
VA,ISLE OF WIGHT,2008,64.0,12400.0
VA,ISLE OF WIGHT,2009,38.0,6600.0
VA,ISLE OF WIGHT,2010,58.0,9400.0
VA,ISLE OF WIGHT,2011,66.0,14600.0
VA,ISLE OF WIGHT,2012,62.0,11000.0
VA,JAMES CITY,2006,78.0,16200.0
VA,JAMES CITY,2007,106.0,18200.0
VA,JAMES CITY,2008,44.0,7600.0
VA,JAMES CITY,2009,81.0,16100.0
VA,JAMES CITY,2010,92.0,14800.0
VA,JAMES CITY,2011,74.0,16600.0
VA,JAMES CITY,2012,139.0,21500.0
VA,KING GEORGE,2006,31.0,5500.0
VA,KING GEORGE,2007,22.0,5000.0
VA,KING GEORGE,2008,25.0,4900.0
VA,KING GEORGE,2009,23.0,4700.0
VA,KING GEORGE,2010,29.0,5300.0
VA,KING GEORGE,2011,24.0,3200.0
VA,KING GEORGE,2012,26.0,5000.0
